0	165
1	165.2
2	165.4
3	165.7
4	165.9
5	166.1
6	166.4
7	166.7
8	166.9
9	167.2
10	167.4
11	167.7
12	168
13	168.2
14	168.5
15	168.8
16	169.1
17	169.3
18	169.6
19	169.9
20	170.1
21	170.4
22	170.6
23	170.9
24	171.1
25	171.4
26	171.6
27	171.8
28	172.1
29	172.3
30	172.5
31	172.7
32	172.8
33	173
34	173.2
35	173.3
36	173.5
37	173.6
38	173.7
39	173.9
40	174
41	174.1
42	174.1
43	174.2
44	174.3
45	174.3
46	174.3
47	174.4
48	174.4
49	174.4
50	174.4
51	174.4
52	174.3
53	174.3
54	174.2
55	174.2
56	174.1
57	174
58	173.9
59	173.8
60	173.7
61	173.5
62	173.4
63	173.2
64	173.1
65	172.9
66	172.7
67	172.5
68	172.3
69	172
70	171.8
71	171.5
72	171.3
73	171
74	170.7
75	170.4
76	170.1
77	169.8
78	169.5
79	169.2
80	168.8
81	168.5
82	168.1
83	167.7
84	167.4
85	167
86	166.6
87	166.2
88	165.8
89	165.4
90	165
91	164.6
92	164.2
93	163.7
94	163.3
95	162.9
96	162.5
97	162
98	161.6
99	161.1
100	160.7
101	160.2
102	159.8
103	159.4
104	158.9
105	158.5
106	158
107	157.6
108	157.2
109	156.7
110	156.3
111	155.9
112	155.4
113	155
114	154.6
115	154.2
116	153.8
117	153.4
118	153
119	152.6
120	152.2
121	151.8
122	151.5
123	151.1
124	150.8
125	150.5
126	150.2
127	149.9
128	149.6
129	149.3
130	149.1
131	148.9
132	148.6
133	148.4
134	148.3
135	148.1
136	148
137	147.8
138	147.7
139	147.7
140	147.6
141	147.6
142	147.5
143	147.6
144	147.6
145	147.7
146	147.7
147	147.8
148	148
149	148.1
150	148.3
151	148.5
152	148.8
153	149
154	149.3
155	149.6
156	150
157	150.3
158	150.7
159	151.2
160	151.6
161	152.1
162	152.6
163	153.1
164	153.6
165	154.2
166	154.8
167	155.4
168	156
169	156.7
170	157.4
171	158.1
172	158.8
173	159.5
174	160.2
175	161
176	161.8
177	162.6
178	163.4
179	164.2
180	165
181	165.8
182	166.7
183	167.5
184	168.3
185	169.2
186	170
187	170.8
188	171.6
189	172.4
190	173.2
191	174
192	174.8
193	175.5
194	176.3
195	177
196	177.7
197	178.4
198	179
199	179.7
200	180.3
201	180.8
202	181.4
203	181.9
204	182.4
205	182.8
206	183.3
207	183.6
208	184
209	184.3
210	184.6
211	184.9
212	185.1
213	185.3
214	185.4
215	185.6
216	185.7
217	185.7
218	185.8
219	185.8
220	185.7
221	185.7
222	185.6
223	185.5
224	185.3
225	185.2
226	185
227	184.7
228	184.5
229	184.2
230	183.9
231	183.6
232	183.3
233	182.9
234	182.5
235	182.1
236	181.7
237	181.3
238	180.8
239	180.3
240	179.8
241	179.3
242	178.8
243	178.3
244	177.8
245	177.2
246	176.7
247	176.1
248	175.6
249	175
250	174.5
251	173.9
252	173.4
253	172.8
254	172.3
255	171.7
256	171.2
257	170.7
258	170.1
259	169.6
260	169.1
261	168.7
262	168.2
263	167.7
264	167.3
265	166.9
266	166.5
267	166.1
268	165.7
269	165.3
270	165
271	164.7
272	164.4
273	164.1
274	163.8
275	163.6
276	163.3
277	163.1
278	162.9
279	162.7
280	162.5
281	162.4
282	162.2
283	162.1
284	161.9
285	161.8
286	161.7
287	161.6
288	161.5
289	161.4
290	161.4
291	161.3
292	161.2
293	161.2
294	161.1
295	161.1
296	161
297	161
298	161
299	160.9
300	160.9
301	160.9
302	160.8
303	160.8
304	160.8
305	160.8
306	160.8
307	160.8
308	160.8
309	160.8
310	160.8
311	160.8
312	160.8
313	160.8
314	160.8
315	160.8
316	160.8
317	160.9
318	160.9
319	160.9
320	161
321	161
322	161
323	161.1
324	161.1
325	161.2
326	161.2
327	161.3
328	161.3
329	161.4
330	161.4
331	161.5
332	161.5
333	161.6
334	161.7
335	161.7
336	161.8
337	161.9
338	162
339	162
340	162.1
341	162.2
342	162.3
343	162.4
344	162.5
345	162.6
346	162.7
347	162.9
348	163
349	163.1
350	163.2
351	163.4
352	163.5
353	163.7
354	163.9
355	164
356	164.2
357	164.4
358	164.6
359	164.8
